p1,p2,l1,l2,hard_classes,soft_a,soft_b,soft_c,soft_d
0.52713716925845966,0.37714175545890888,0,0,0,0.295302,0.178698,0.327698,0.198302
0.67442609516302399,0.65547886337131922,0,1,1,0.11246999999999997,0.21352999999999997,0.23253,0.44147000000000003
0.30863189736411928,0.58200144221249794,1,0,2,0.28967400000000004,0.403326,0.12832600000000002,0.17867399999999997
0.03828495937567708,0.91953442607385505,0,1,1,0.07808399999999996,0.885916,0.0029159999999999985,0.033084
0.14720354272060732,0.35107593877762827,0,0,0,0.553597,0.299403,0.095403,0.051597
0.59140929514442697,0.84502540264330017,1,1,3,0.06339500000000002,0.345605,0.091605,0.499395
0.86942278056366562,0.48800000598160931,1,0,2,0.067072,0.063928,0.444928,0.424072
0.065906063732118325,0.8510882101310927,0,1,1,0.13931500000000002,0.795685,0.009685000000000001,0.055315
0.38008721345632701,0.51500031478424968,1,0,2,0.30069999999999997,0.31930000000000003,0.1843,0.1957
0.5781694836874034,0.08800556346076191,0,0,0,0.38486400000000004,0.037136,0.5271359999999999,0.05086399999999999
0.70414350777578283,0.61001470148904313,1,1,3,0.11544000000000001,0.18056000000000003,0.27455999999999997,0.42944
0.20007035273087639,0.30400000034894964,0,0,0,0.558192,0.243808,0.13780799999999999,0.060192
0.57844284584537908,0.011000044821458627,0,0,0,0.41735800000000006,0.004642,0.571642,0.006357999999999999
0.14186134328674277,0.18200008196621606,0,0,0,0.702662,0.156338,0.115338,0.025661999999999997
0.8810000003775007,0.35800000005910454,1,1,3,0.076398,0.042601999999999994,0.565602,0.315398
0.014028211884417217,0.80200000141275352,0,1,1,0.19522799999999996,0.790772,0.0027719999999999993,0.011228
0.38800023568189401,0.13316160337041241,0,0,0,0.530604,0.081396,0.33639600000000003,0.051604000000000004
0.41676256288817504,0.50900000000043544,0,0,0,0.28674400000000005,0.297256,0.204256,0.211744
0.64075525274941436,0.27800000000000413,0,1,1,0.25992,0.10008,0.46208,0.17792000000000002
0.35803925879906839,0.5710000000002371,0,1,1,0.27541800000000005,0.36658199999999996,0.15358200000000002,0.20441799999999996
0.59441775179269074,0.043000000002517386,0,0,0,0.388542,0.017458,0.5684579999999999,0.025541999999999995
0.47777623126081048,0.47800865836786638,1,1,3,0.27352800000000005,0.250472,0.248472,0.22752799999999998
0.59293279765393725,0.95100065012705837,1,1,3,0.02004100000000002,0.388959,0.028959000000000023,0.5620409999999999
0.0051336676347514109,0.518000000440902,0,1,1,0.47958999999999996,0.51541,0.00241,0.0025900000000000003
0.66006110358588554,0.9540000000687282,1,1,3,0.01564000000000001,0.32436,0.03036000000000003,0.62964
0.21103056949652327,0.59204903154391464,0,0,0,0.32191200000000003,0.467088,0.086088,0.124912
0.11511672803180976,0.55600393800664283,0,1,1,0.39293999999999996,0.49206000000000005,0.051059999999999994,0.06394000000000001
0.2855417609265552,0.68899999999999995,0,0,0,0.22267600000000004,0.49332399999999993,0.08832400000000001,0.19567599999999996
0.63244519599860305,0.02400003725674632,1,0,2,0.36014399999999996,0.008856,0.615856,0.015144000000000001
0.96584783514267014,0.72703404459888687,1,1,3,0.00955500000000001,0.025445000000000023,0.263445,0.7015549999999999
0.82100046250609926,0.23203563725102747,1,0,2,0.13747200000000004,0.041528000000000016,0.630528,0.190472
0.82004785317856399,0.19700234283334886,1,0,2,0.14454000000000003,0.03546000000000001,0.6584599999999999,0.16154
0.47844230803703419,0.75300058004992132,1,1,3,0.128934,0.393066,0.11806599999999999,0.359934
0.39342659292450965,0.09500007455058454,1,0,2,0.549335,0.057665,0.355665,0.037335
0.84201953114029038,0.81200000021215069,1,1,3,0.029703999999999998,0.12829600000000002,0.15829599999999994,0.683704
0.13903863638604264,0.54900001361710704,0,0,0,0.38831099999999996,0.472689,0.062689,0.07631100000000002
0.079456950075066354,0.68500000817292184,0,1,1,0.29011499999999996,0.630885,0.024884999999999997,0.054115
0.70426201934318822,0.23500000002322924,0,0,0,0.22644000000000003,0.06956000000000001,0.5385599999999999,0.16543999999999998
0.25572940650642179,0.66900047460586531,0,1,1,0.24659499999999998,0.49840500000000004,0.084405,0.17059500000000002
0.70731514326331446,0.41903326759591908,1,0,2,0.17023300000000002,0.12276700000000002,0.41076699999999994,0.29623299999999997
0.94714311721234912,0.87400009150420066,1,1,3,0.006678000000000006,0.046322000000000044,0.119322,0.8276779999999999
0.96801126824382822,0.80904626795908552,1,1,3,0.006112000000000004,0.025888000000000026,0.18488799999999994,0.783112
0.1967722077900935,0.20500002143226895,1,0,2,0.6391800000000001,0.16482,0.15582000000000001,0.04018
0.37730702784145592,0.10233966375230598,0,0,0,0.559454,0.06354599999999999,0.338546,0.038453999999999995
0.68936746520340908,0.42800000008723671,1,1,3,0.17846400000000004,0.13353600000000002,0.393536,0.29446399999999995
0.14805252067354008,0.039000002016991275,0,0,0,0.8197329999999999,0.033267,0.14126699999999998,0.005732999999999999
0.55601219266331547,0.5010009475744196,1,0,2,0.22155599999999998,0.22244399999999998,0.277444,0.278556
0.45304846217556011,0.81100033720547637,0,1,1,0.10338299999999996,0.443617,0.08561699999999998,0.367383
0.92105529974621903,0.66100000085846933,1,1,3,0.026780999999999982,0.052218999999999974,0.31221899999999997,0.608781
0.11715591041608409,0.55519440682416554,0,0,0,0.393825,0.49117500000000003,0.051175,0.063825
0.49379761713791553,0.59200230240819718,1,1,3,0.206856,0.30014399999999997,0.20114400000000002,0.291856
0.92663368257337098,0.18000011992736145,1,0,2,0.06067999999999997,0.013319999999999992,0.7593200000000001,0.16668
0.41378493013888723,0.13900000021646669,1,0,2,0.5054069999999999,0.081593,0.355593,0.057407
0.68828353454299263,0.76700049362424993,1,1,3,0.07269600000000001,0.23930400000000004,0.16030399999999997,0.5276959999999999
0.52681216870013692,0.89400000024765303,1,1,3,0.05024399999999999,0.42375599999999997,0.05575599999999999,0.47024400000000005
0.14426078508762288,0.7200000000000002,0,1,1,0.23996,0.6170399999999999,0.04004,0.10295999999999998
0.479001423029634,0.80800000007791128,1,1,3,0.10003199999999998,0.42096800000000006,0.09196799999999997,0.387032
0.12409268234118129,0.31800826700287932,0,1,1,0.597432,0.278568,0.08456799999999999,0.039432
0.28349137754237769,0.66300258862885053,0,1,1,0.24196599999999996,0.476034,0.09503399999999998,0.186966
0.76502960267923148,0.80500000045810571,1,1,3,0.045824999999999984,0.189175,0.14917499999999997,0.6158250000000001
0.13800632804741339,0.13700000204191706,1,0,2,0.743906,0.118094,0.119094,0.018906000000000003
0.28717055017165483,0.79206122673681667,0,1,1,0.148304,0.5646960000000001,0.059695999999999985,0.227304
0.57615440658054806,0.23300105749334024,1,0,2,0.32520800000000005,0.09879200000000002,0.44179199999999996,0.134208
0.16307729826695952,0.6000044934931138,0,1,1,0.3348,0.5022,0.06520000000000001,0.0978
0.3602490773015235,0.10400003575772671,0,0,0,0.5734400000000001,0.06656,0.32256,0.037439999999999994
0.045029741517343423,0.51100000004288948,0,1,1,0.466995,0.48800499999999997,0.022005,0.022994999999999998
0.51467781614969776,0.87500000008345125,1,1,3,0.06075,0.42525,0.06425,0.44975
0.38524944146439899,0.96138922649604885,0,1,1,0.02402400000000002,0.591976,0.014976000000000014,0.369024
0.56005301985643663,0.5200001029880823,1,1,3,0.21119999999999997,0.22879999999999998,0.26880000000000004,0.2912
0.31427843582453058,0.79500302255927746,1,1,3,0.14062999999999995,0.54537,0.06436999999999998,0.24963000000000002
0.7290200839669454,0.48100000000008059,1,1,3,0.14116800000000002,0.130832,0.377832,0.350168
0.81448948428814627,0.83200016892218509,1,1,3,0.031248000000000015,0.15475200000000003,0.136752,0.677248
0.077447662440197101,0.68714424438048849,0,1,1,0.289838,0.6361620000000001,0.023161999999999995,0.050838
0.57346270457997284,0.2573451358867736,0,0,0,0.317261,0.10973900000000002,0.425739,0.147261
0.34557109347850212,0.044418501672044933,0,0,0,0.62618,0.02882,0.32981999999999995,0.015179999999999997
0.62482334363042702,0.96299999999999997,1,1,3,0.013912000000000013,0.36208799999999997,0.02308800000000002,0.600912
0.23310845714501852,0.98000000000581733,1,1,3,0.015340000000000013,0.75166,0.004660000000000004,0.22834000000000002
0.44725102776753017,0.72400000311564083,0,0,0,0.15262799999999999,0.40037199999999995,0.12337200000000001,0.32362799999999997
0.87511479687733607,0.59103470888681142,1,1,3,0.051534,0.07446599999999999,0.357466,0.5165339999999999
0.34012883382948655,0.12510832874074432,0,0,0,0.5774999999999999,0.08249999999999999,0.29750000000000004,0.0425
0.55952307904262688,0.44600000000000001,0,0,0,0.244868,0.19713199999999997,0.3091320000000001,0.24886800000000003
0.13010233338361465,0.37800000000037931,0,1,1,0.54114,0.32886,0.08086,0.04914
0.79338498349294417,0.05600000000004611,1,0,2,0.19540799999999994,0.011591999999999998,0.748592,0.044408
0.49202110909616098,0.47104651616192988,0,1,1,0.268732,0.23926799999999998,0.260268,0.231732
0.8153327896887852,0.18200967070801474,1,0,2,0.15133000000000005,0.033670000000000005,0.66667,0.14833
0.032067456736787667,0.55800000013492068,0,1,1,0.42785599999999996,0.5401440000000001,0.014143999999999999,0.017856
0.3860001103716813,0.22800859787002423,1,0,2,0.474008,0.139992,0.29799200000000003,0.088008
0.32847983886523807,0.082000205485960875,0,0,0,0.618732,0.055268,0.29926800000000003,0.026732000000000002
0.31408109000277878,0.76000000000000034,1,0,2,0.16463999999999998,0.5213599999999999,0.07536,0.23864
0.52951965577585591,0.96400000083101967,1,1,3,0.016956000000000013,0.45404399999999995,0.01904400000000002,0.509956
0.25737400578209546,0.66600000083045241,0,1,1,0.24816199999999997,0.494838,0.085838,0.171162
0.28011180530627983,0.24000000040374231,0,0,0,0.5472,0.17279999999999998,0.21280000000000002,0.06720000000000001
0.13266340460012668,0.720078870077551,0,1,1,0.24304000000000003,0.62496,0.03696000000000001,0.09504
0.54536146298632171,0.12400000000026137,1,1,3,0.39858,0.05642,0.47742,0.06758
0.82502683623785267,0.5480272896267403,1,1,3,0.07910000000000002,0.09590000000000003,0.37289999999999995,0.4521
0.84805588318168823,0.43700000001152522,1,0,2,0.085576,0.06642400000000001,0.47742399999999996,0.370576
0.36414301198067656,0.65600000048330043,0,1,1,0.22050399999999998,0.42049600000000004,0.12349599999999998,0.235504
0.59004902807418469,0.53100001323478641,1,0,2,0.19229000000000002,0.21771000000000001,0.27670999999999996,0.31329
0.54194831085194239,0.5880160434385171,1,1,3,0.189108,0.26989199999999997,0.22289200000000003,0.318108
0.71154412158658165,0.39200835067426554,0,1,1,0.175712,0.11328800000000001,0.43228799999999995,0.278712
0.73606420033048392,0.93923837828186296,1,1,3,0.016104000000000014,0.247896,0.04489600000000004,0.6911039999999999
0.17912801612182913,0.96201582739402647,0,1,1,0.031198000000000024,0.7898019999999999,0.006802000000000006,0.172198
0.46400621136784898,0.67901187127160856,1,0,2,0.172056,0.36394400000000005,0.148944,0.31505600000000006
0.2730830781340714,0.84799999999999998,0,1,1,0.11050400000000002,0.6164959999999999,0.04149600000000001,0.23150400000000002
0.080951446044076988,0.89000849602909271,0,1,1,0.1012,0.8188000000000001,0.008799999999999999,0.0712
0.90221984662086607,0.47123619988905863,1,0,2,0.05184199999999999,0.046157999999999984,0.477158,0.424842
0.59733370000717678,0.13600898224123381,1,0,2,0.348192,0.05480800000000001,0.5158079999999999,0.081192
0.49014772743046359,0.78800448678253265,1,1,3,0.10811999999999998,0.40188,0.10387999999999999,0.38612
0.32107423802952273,0.70900000000054131,0,0,0,0.19758900000000004,0.48141100000000003,0.09341100000000001,0.22758899999999999
0.61438475840144879,0.32800000000094792,0,1,1,0.25939199999999996,0.126608,0.412608,0.20139200000000002
0.051791389408785582,0.52900020737677589,0,1,1,0.44697899999999996,0.502021,0.024020999999999997,0.026979
0.81208058404508154,0.057307189473331174,1,0,2,0.17916999999999994,0.010829999999999998,0.76383,0.04617
0.61607202546733575,0.36300000000065463,1,1,3,0.24460800000000002,0.139392,0.392392,0.223608
0.81400142016754351,0.3010013861898479,1,0,2,0.13001400000000005,0.055986000000000015,0.568986,0.24501399999999998
0.88641965064181971,0.29900000000012383,1,0,2,0.079914,0.034086,0.621086,0.264914
0.98800843301107355,0.44008509466977458,1,0,2,0.006720000000000006,0.005280000000000004,0.55328,0.43472
0.51324903539859601,0.26600000000000001,0,0,0,0.357458,0.129542,0.376542,0.13645800000000002
0.73901313228139942,0.17200000002293162,0,0,0,0.21610800000000002,0.044892,0.611892,0.127108
0.29911174724496825,0.74600635162493256,0,0,0,0.17805400000000002,0.522946,0.075946,0.223054
0.55309460668922272,0.42305474320974201,1,1,3,0.25791899999999995,0.18908099999999997,0.319081,0.23391900000000002
0.42072592346637427,0.65100000301916572,1,0,2,0.20242000000000002,0.3775800000000001,0.14658,0.27342
0.04700467502179255,0.57313721408849427,0,0,0,0.40693100000000004,0.5460689999999999,0.020069000000000004,0.026930999999999997
0.085001976543800858,0.044000000067442507,0,0,0,0.87474,0.04026,0.08126,0.00374
0.56500191162261137,0.77700000002897307,0,1,1,0.09700500000000001,0.33799500000000005,0.12599499999999997,0.439005
0.53906317896587785,0.11900000563175918,1,0,2,0.406141,0.05485899999999999,0.47485900000000003,0.064141
0.3273778679734875,0.71441088439910738,0,1,1,0.19305000000000003,0.48195,0.09295000000000002,0.23205
0.026097329284358945,0.91501413278949151,0,1,1,0.08278999999999996,0.8912100000000001,0.002209999999999999,0.02379
0.078249746550316038,0.21621388566895264,0,0,0,0.723632,0.19936800000000002,0.060368000000000005,0.016632
0.34132207242661056,0.036321042346941487,0,0,0,0.635935,0.023065000000000002,0.329065,0.011935000000000001
0.95355193272835859,0.80200023000664911,0,0,0,0.009306000000000005,0.03769400000000003,0.18869399999999995,0.764306
0.51669569827914152,0.24300017989305919,0,0,0,0.367145,0.11785499999999999,0.389855,0.125145
0.33302080018827396,0.28000000003532044,1,0,2,0.48024,0.18676000000000004,0.23976,0.09324000000000002
0.17704930531337248,0.60900001242212498,0,1,1,0.321793,0.501207,0.069207,0.10779299999999999
0.2741611104334527,0.48100629675308559,0,1,1,0.376794,0.34920599999999996,0.14220600000000003,0.131794
0.85420423563287518,0.31100446530708331,1,0,2,0.10059400000000002,0.04540600000000001,0.588406,0.265594
0.23703099975901043,0.72600184605139351,0,1,1,0.20906200000000003,0.553938,0.064938,0.172062
0.27305419048643331,0.29700000029460433,0,1,1,0.511081,0.21591899999999997,0.19191900000000003,0.081081
0.43132189008340782,0.50200000000010203,1,0,2,0.28336199999999995,0.285638,0.214638,0.216362
0.061138302497989773,0.88800027017466698,0,1,1,0.105168,0.833832,0.0068319999999999995,0.054168
0.38085589709781509,0.84200005855222293,0,1,1,0.09796000000000002,0.52204,0.06004000000000001,0.31995999999999997
0.83401611241401441,0.25700000000000001,1,0,2,0.12408100000000002,0.04291900000000001,0.618919,0.214081
0.33827768330207675,0.62106528602107058,0,1,1,0.25089799999999995,0.41110199999999997,0.12810200000000002,0.209898
0.78903313613359782,0.3120000000047734,1,0,2,0.14585599999999996,0.066144,0.542144,0.24585600000000002
0.068000136685759938,0.20200605433311486,0,1,1,0.743736,0.188264,0.05426400000000001,0.013736000000000002
0.7030001463772646,0.14712659997189434,0,0,0,0.25334100000000004,0.043659,0.5996589999999999,0.10334099999999999
0.19601103276939219,0.85000217954723101,0,1,1,0.12060000000000003,0.6834,0.029400000000000006,0.1666
0.39406439115668646,0.18700000000094394,0,0,0,0.49267799999999995,0.11332199999999999,0.320322,0.07367800000000001
0.7201012143057971,0.58000025939339694,1,1,3,0.11760000000000002,0.16240000000000002,0.3024,0.41759999999999997
0.30415077302987575,0.24100473136452502,1,0,2,0.528264,0.167736,0.230736,0.073264
0.68333730289676931,0.14604334626043541,0,0,0,0.27071799999999996,0.04628199999999999,0.5832820000000001,0.099718
0.44605296692921653,0.8600000177015088,0,0,0,0.07756000000000002,0.47644000000000003,0.06244000000000001,0.38356
0.24266346180117904,0.6650000010310998,1,1,3,0.25393,0.50407,0.08106999999999999,0.16093000000000002
0.36760358857439707,0.41500005712809168,1,0,2,0.370305,0.262695,0.21469499999999997,0.152305
0.10582644935299836,0.4930000000000736,0,1,1,0.45376500000000003,0.441235,0.053235,0.051765
0.56802756888949346,0.70300303161292343,1,0,2,0.12830400000000003,0.303696,0.168696,0.39930399999999994
0.67017926666231253,0.84200636539515927,1,0,2,0.052140000000000006,0.27785999999999994,0.10586000000000002,0.56414
0.17202924127498234,0.043002791014107471,0,0,0,0.792396,0.035604,0.16460399999999997,0.007395999999999999
0.79400076265498776,0.6870000015362,0,1,1,0.06447799999999998,0.14152199999999998,0.24852199999999997,0.545478
0.7145029715242569,0.15000000000001149,1,0,2,0.2431,0.0429,0.6069,0.10709999999999999
0.19092941939845853,0.044098871659868075,0,0,0,0.77436,0.03564,0.18164,0.00836
0.029024279920868715,0.88909768011210266,0,1,1,0.10778099999999999,0.863219,0.0032189999999999996,0.025781000000000002
0.21626628487879732,0.55300000848280717,0,1,1,0.350448,0.43355200000000005,0.09655199999999999,0.11944800000000001
0.60838520625703585,0.52902614327378883,1,0,2,0.184632,0.20736800000000002,0.28636799999999996,0.32163200000000003
0.53877011626945082,0.51600000001911051,1,1,3,0.22360799999999997,0.238392,0.260392,0.277608
0.4873854713552625,0.65300272003317295,0,1,1,0.178011,0.33498900000000004,0.16898899999999997,0.318011
0.36778865679846778,0.58700412771161914,1,1,3,0.261429,0.371571,0.151571,0.21542899999999998
0.72006314499274815,0.078010921375207765,1,0,2,0.25816000000000006,0.021840000000000002,0.66384,0.056159999999999995
0.19433967047386011,0.75800000000000567,0,1,1,0.195052,0.610948,0.046948,0.14705200000000002
0.083604382804601848,0.39601818588290094,0,1,1,0.553868,0.363132,0.050132,0.032868
0.33608267151412369,0.4240085123952817,0,0,0,0.382464,0.28153599999999995,0.19353600000000004,0.142464
0.39142816953086285,0.18503206921200993,1,0,2,0.49633499999999997,0.112665,0.318665,0.072335
0.86668949263734074,0.56600002429773233,1,1,3,0.05859000000000001,0.07640999999999999,0.37541,0.48958999999999997
0.64848525100732657,0.9850000000000102,1,1,3,0.005310000000000005,0.34869,0.00969000000000001,0.63631
0.79489510181705758,0.96400058318889537,0,1,1,0.007416000000000005,0.19858399999999995,0.028584000000000026,0.765416
0.28943577012360561,0.13900000024677481,1,0,2,0.612171,0.09882900000000001,0.24882899999999997,0.040171
0.43837321861301748,0.22100000000186606,1,0,2,0.4377980000000001,0.124202,0.341202,0.096798
0.03751573107742736,0.021006617076662317,0,0,0,0.942777,0.020223,0.036223,0.000777
0.23774897683834767,0.15900001795495899,0,0,0,0.641683,0.12131700000000001,0.199317,0.037683
0.48967538670700328,0.26400004509689168,0,0,0,0.376096,0.134904,0.359904,0.12909600000000002
0.29201768251011179,0.995927409040953,0,1,1,0.0035400000000000028,0.70446,0.0014600000000000012,0.29053999999999996
0.96510701599802651,0.85800005305650717,1,1,3,0.004970000000000005,0.030030000000000025,0.13703,0.82797
0.62700182173230934,0.92300274037939567,1,1,3,0.028720999999999983,0.344279,0.048278999999999975,0.578721
0.97068881615718683,0.28000000256348195,1,1,3,0.02160000000000002,0.008400000000000008,0.6983999999999999,0.2716
0.57337574072594832,0.21300008463815689,1,0,2,0.33604900000000004,0.090951,0.450951,0.12204899999999999
0.8298676708215762,0.84900000003306109,1,1,3,0.02582100000000001,0.14517900000000003,0.125179,0.7038209999999999
0.39506356134164083,0.086000007896465308,0,0,0,0.55297,0.05202999999999999,0.36103,0.03397
0.66324137260108884,0.80200000000858096,1,1,3,0.06672599999999998,0.270274,0.13127399999999997,0.531726
0.30995618158874938,0.41500003880975883,0,0,0,0.404235,0.286765,0.18076499999999998,0.128235
0.58800036966241231,0.75600747217360609,1,0,2,0.100528,0.311472,0.143472,0.444528
0.42510316389678843,0.51200000000097978,1,0,2,0.28059999999999996,0.2944,0.2074,0.2176
0.039331692266212998,0.14600000014202394,0,0,0,0.8206939999999999,0.140306,0.033306,0.005693999999999999
0.25284757298130717,0.60100865565399919,0,1,1,0.298452,0.449548,0.10054800000000001,0.151452
0.85101152721654527,0.96000000000683938,0,1,1,0.006000000000000006,0.14400000000000002,0.03400000000000003,0.816
0.47874516607982703,0.15900008495975093,0,0,0,0.439002,0.082998,0.40199799999999997,0.076002
0.51679369732276659,0.024278015034659789,0,0,0,0.474336,0.011664,0.501664,0.012336
0.70200446972474806,0.33101113226431056,1,1,3,0.19936200000000004,0.09863800000000002,0.469638,0.23236199999999999
0.75498067546511483,0.054293028377891329,0,0,0,0.23271599999999998,0.013283999999999999,0.7132839999999999,0.040716
0.094200836207363983,0.032000000000004039,0,0,0,0.877008,0.028992,0.090992,0.0030080000000000003
0.081033425686307808,0.77400000142555792,0,0,0,0.207694,0.7113060000000001,0.018306,0.062694
0.81357764055933213,0.31400000000000045,0,1,1,0.12828200000000003,0.05871800000000002,0.5577179999999999,0.255282
0.42805670943960261,0.20809715420375921,0,1,1,0.4530240000000001,0.11897600000000001,0.338976,0.08902399999999999
0.78655805512113219,0.053000102868983816,0,0,0,0.20265799999999995,0.011341999999999998,0.744342,0.041658
0.97837068310018405,0.84304340620579254,1,1,3,0.0034540000000000035,0.018546000000000017,0.15354600000000002,0.8244539999999999
0.18011389652129828,0.26500000000254637,1,0,2,0.6027,0.21730000000000002,0.1323,0.0477
0.007079991087260061,0.64300004318463599,0,1,1,0.35450099999999996,0.638499,0.002499,0.004501
0.91503053354104014,0.61599999999999999,1,1,3,0.03263999999999999,0.052359999999999976,0.35136,0.56364
0.95899276454946969,0.16100559067425063,1,0,2,0.03523800000000003,0.006762000000000006,0.803762,0.154238
0.49201010007724982,0.46102761372145323,0,1,1,0.27381199999999994,0.234188,0.265188,0.226812
0.63906087067622053,0.11400188005792786,0,0,0,0.319846,0.041154,0.566154,0.07284600000000001
0.59883354099327979,0.30800017930545681,1,0,2,0.278184,0.12381600000000001,0.41381599999999996,0.184184
0.16204181792637451,0.16708400499738343,0,0,0,0.698054,0.13994600000000001,0.134946,0.027054
0.25438129978023549,0.052000453155224433,0,0,0,0.707208,0.038792,0.24079199999999998,0.013208
0.80243672704782765,0.1530051115737294,1,0,2,0.16770599999999997,0.03029399999999999,0.6792940000000001,0.12270600000000001
0.02901938092407488,0.13400138297386438,0,0,0,0.840886,0.130114,0.025114,0.0038860000000000006
0.87890410612175474,0.11700038806116823,1,0,2,0.108609,0.014391000000000001,0.774391,0.102609
0.059010315528989096,0.76000000000512924,0,1,1,0.22584,0.71516,0.014159999999999999,0.04484
0.064072469952835248,0.071010687728120428,0,0,0,0.869544,0.06645599999999999,0.059456,0.004543999999999999
0.058168198313241846,0.46600003664169348,0,0,0,0.504096,0.439904,0.029904000000000003,0.026096
0.18709029118614964,0.88700021543075591,0,1,1,0.09186899999999998,0.721131,0.021130999999999997,0.165869
0.75922146560549775,0.31200247498620187,0,0,0,0.16649599999999998,0.075504,0.521504,0.236496
