p1,p2,l1,l2,hard_classes,hard_a,hard_b,hard_c,hard_d,soft_a,soft_b,soft_c,soft_d
0.331,0.918,1,1,3,0,0,1,0,0.054857999999999976,0.6141420000000001,0.02714199999999999,0.303858
0.151,0.458,0,0,0,0,0,0,0,0.460158,0.388842,0.081842,0.069158
0.137,0.531,0,0,0,0,0,0,0,0.40474699999999997,0.458253,0.064253,0.072747
0.646,0.203,1,1,3,0,0,1,0,0.28213799999999994,0.071862,0.5148619999999999,0.131138
0.149,0.422,0,0,0,0,0,0,0,0.49187800000000004,0.359122,0.086122,0.06287799999999999
0.322,0.256,1,1,3,0,0,1,0,0.504432,0.173568,0.239568,0.082432
0.776,0.145,1,0,2,0,1,0,0,0.19151999999999997,0.032479999999999995,0.66348,0.11252
0.805,0.583,1,0,2,0,1,0,0,0.08131499999999998,0.11368499999999997,0.33568500000000007,0.469315
0.742,0.721,1,1,3,0,0,1,0,0.071982,0.186018,0.207018,0.534982
0.928,0.291,1,1,3,0,0,1,0,0.051047999999999975,0.020951999999999985,0.6579520000000001,0.270048
0.902,0.93,0,1,1,1,0,0,0,0.006859999999999994,0.09113999999999998,0.06313999999999996,0.83886
0.935,0.942,1,1,3,0,0,1,0,0.0037700000000000003,0.061229999999999944,0.05423000000000005,0.88077
0.864,0.384,1,0,2,0,1,0,0,0.083776,0.052224000000000007,0.532224,0.331776
0.814,0.312,1,0,2,0,1,0,0,0.12796800000000003,0.058032000000000014,0.5600319999999999,0.25396799999999997
0.328,0.98,0,1,1,1,0,0,0,0.013440000000000011,0.6585599999999999,0.006560000000000006,0.32144
0.626,0.655,1,1,3,0,0,1,0,0.12902999999999998,0.24497000000000002,0.21597,0.41003
0.993,0.804,1,1,3,0,0,1,0,0.0013720000000000008,0.005628000000000005,0.19462799999999994,0.7983720000000001
0.292,0.177,0,1,1,1,0,0,0,0.582684,0.12531599999999998,0.24031599999999997,0.051683999999999994
0.835,0.7,0,1,1,1,0,0,0,0.049500000000000016,0.11550000000000002,0.2505,0.5844999999999999
0.292,0.527,0,0,0,0,0,0,0,0.33488399999999996,0.373116,0.138116,0.153884
0.138,0.832,0,1,1,1,0,0,0,0.14481600000000003,0.7171839999999999,0.023184000000000007,0.114816
0.288,0.52,1,0,2,0,1,0,0,0.34175999999999995,0.37024,0.13823999999999997,0.14976
0.006,0.33,0,0,0,0,0,0,0,0.6659799999999999,0.32802000000000003,0.004019999999999999,0.00198
0.214,0.131,0,0,0,0,0,0,0,0.683034,0.102966,0.185966,0.028034
0.626,0.276,0,0,0,0,0,0,0,0.270776,0.10322400000000001,0.45322399999999996,0.172776
0.953,0.335,1,0,2,0,1,0,0,0.03125500000000003,0.015745000000000016,0.633745,0.319255
0.887,0.254,1,0,2,0,1,0,0,0.084298,0.028702,0.661702,0.225298
0.157,0.837,0,1,1,1,0,0,0,0.13740900000000003,0.705591,0.025591000000000006,0.131409
0.001,0.59,0,1,1,1,0,0,0,0.40959,0.58941,0.00041000000000000005,0.00059
0.823,0.337,1,1,3,0,0,1,0,0.11735100000000004,0.05964900000000002,0.545649,0.277351
0.251,0.094,0,0,0,0,0,0,0,0.678594,0.070406,0.227406,0.023594
0.658,0.198,0,0,0,0,0,0,0,0.274284,0.067716,0.5277160000000001,0.130284
0.035,0.959,0,1,1,1,0,0,0,0.03956500000000003,0.9254349999999999,0.0014350000000000014,0.033565000000000005
0.971,0.453,1,1,3,0,0,1,0,0.015863000000000013,0.013137000000000012,0.531137,0.439863
0.507,0.702,0,1,1,1,0,0,0,0.14691400000000002,0.34608599999999995,0.15108600000000003,0.355914
0.086,0.949,0,1,1,1,0,0,0,0.046614000000000044,0.867386,0.004386000000000004,0.08161399999999999
0.762,0.489,1,1,3,0,0,1,0,0.12161799999999999,0.116382,0.389382,0.372618
0.912,0.386,1,1,3,0,0,1,0,0.054031999999999976,0.03396799999999999,0.559968,0.352032
0.139,0.531,0,1,1,1,0,0,0,0.403809,0.457191,0.065191,0.07380900000000001
0.253,0.832,1,0,2,0,1,0,0,0.12549600000000002,0.621504,0.04250400000000001,0.210496
0.627,0.719,1,1,3,0,0,1,0,0.104813,0.268187,0.176187,0.45081299999999996
0.303,0.938,1,1,3,0,0,1,0,0.043214000000000044,0.653786,0.018786000000000014,0.28421399999999997
0.782,0.807,1,1,3,0,0,1,0,0.042073999999999986,0.175926,0.15092599999999998,0.631074
0.778,0.94,1,1,3,0,0,1,0,0.01332000000000001,0.20867999999999998,0.04668000000000004,0.73132
0.266,0.712,0,1,1,1,0,0,0,0.21139200000000002,0.522608,0.07660800000000001,0.189392
0.345,0.786,0,1,1,1,0,0,0,0.14017,0.51483,0.07382999999999998,0.27116999999999997
0.873,0.044,1,0,2,0,1,0,0,0.12141199999999999,0.005588,0.834588,0.038411999999999995
0.446,0.18,0,0,0,0,0,0,0,0.4542800000000001,0.09972,0.36572000000000005,0.08028
0.957,0.715,1,1,3,0,0,1,0,0.012255000000000012,0.030745000000000026,0.272745,0.684255
0.392,0.991,0,1,1,1,0,0,0,0.005472000000000005,0.602528,0.0035280000000000034,0.38847200000000004
0.131,0.387,0,0,0,0,0,0,0,0.532697,0.336303,0.080303,0.050697000000000006
0.688,0.551,1,1,3,0,0,1,0,0.14008800000000002,0.17191200000000004,0.30891199999999996,0.379088
0.538,0.839,1,1,3,0,0,1,0,0.074382,0.38761799999999996,0.08661800000000003,0.451382
0.321,0.451,0,1,1,1,0,0,0,0.37277099999999996,0.30622900000000003,0.17622899999999997,0.144771
0.043,0.229,0,0,0,0,0,0,0,0.737847,0.219153,0.033152999999999995,0.009847
0.815,0.554,1,1,3,0,0,1,0,0.08251000000000001,0.10249000000000004,0.3634899999999999,0.45151
0.489,0.898,1,0,2,0,1,0,0,0.05212199999999999,0.458878,0.04987799999999999,0.439122
0.483,0.962,1,1,3,0,0,1,0,0.019646000000000018,0.497354,0.018354000000000016,0.46464599999999995
0.321,0.317,0,0,0,0,0,0,0,0.4637570000000001,0.21524300000000002,0.21924300000000002,0.101757
0.411,0.657,1,1,3,0,0,1,0,0.20202699999999998,0.386973,0.140973,0.270027
0.59,0.117,1,0,2,0,1,0,0,0.36203,0.047970000000000006,0.5209699999999999,0.06903
0.595,0.392,0,0,0,0,0,0,0,0.24624000000000001,0.15876,0.36175999999999997,0.23324
0.081,0.615,1,1,3,0,0,1,0,0.35381500000000005,0.565185,0.031185,0.049815
0.293,0.227,0,1,1,1,0,0,0,0.5465110000000001,0.16048900000000002,0.226489,0.066511
0.067,0.314,0,1,1,1,0,0,0,0.640038,0.292962,0.045961999999999996,0.021038
0.991,0.799,1,1,3,0,0,1,0,0.0018090000000000011,0.007191000000000006,0.19919099999999995,0.791809
0.31,0.216,0,0,0,0,0,0,0,0.54096,0.14903999999999998,0.24304,0.06696
0.943,0.898,1,1,3,0,0,1,0,0.005814000000000004,0.051186000000000044,0.09618599999999998,0.846814
0.394,0.244,1,0,2,0,1,0,0,0.458136,0.147864,0.297864,0.096136
0.218,0.763,0,1,1,1,0,0,0,0.185334,0.596666,0.051666,0.166334
0.361,0.727,0,1,1,1,0,0,0,0.17444700000000002,0.464553,0.098553,0.262447
0.7,0.983,1,1,3,0,0,1,0,0.005100000000000006,0.29490000000000005,0.01190000000000001,0.6880999999999999
0.119,0.22,0,0,0,0,0,0,0,0.68718,0.19382,0.09282,0.02618
0.144,0.153,0,0,0,0,0,0,0,0.725032,0.130968,0.121968,0.022032
0.482,0.749,0,1,1,1,0,0,0,0.130018,0.387982,0.12098199999999999,0.361018
0.311,0.214,0,0,0,0,0,0,0,0.5415540000000001,0.14744600000000002,0.244446,0.066554
0.239,0.17,0,0,0,0,0,0,0,0.63163,0.12937,0.19837,0.04063
0.879,0.143,1,1,3,0,0,1,0,0.103697,0.017303,0.753303,0.125697
0.563,0.757,0,1,1,1,0,0,0,0.10619100000000001,0.330809,0.136809,0.426191
0.579,0.446,0,1,1,1,0,0,0,0.23323400000000005,0.18776600000000002,0.320766,0.25823399999999996
0.851,0.419,1,0,2,0,1,0,0,0.08656900000000001,0.06243100000000001,0.49443099999999995,0.35656899999999997
0.681,0.784,1,1,3,0,0,1,0,0.06890399999999998,0.250096,0.14709599999999998,0.533904
0.484,0.671,1,1,3,0,0,1,0,0.16976399999999997,0.34623600000000004,0.159236,0.324764
0.481,0.713,1,1,3,0,0,1,0,0.14895300000000003,0.370047,0.138047,0.34295299999999995
0.419,0.081,1,0,2,0,1,0,0,0.5339389999999999,0.047061,0.385061,0.033939
0.007,0.344,0,0,0,0,0,0,0,0.651408,0.34159199999999995,0.004592000000000001,0.002408
0.524,0.176,1,0,2,0,1,0,0,0.392224,0.08377599999999999,0.43177600000000005,0.092224
0.471,0.135,1,0,2,0,1,0,0,0.457585,0.071415,0.40741499999999997,0.063585
0.802,0.595,1,0,2,0,1,0,0,0.08018999999999998,0.11780999999999997,0.32481000000000004,0.47719
0.135,0.183,1,0,2,0,1,0,0,0.7067049999999999,0.158295,0.110295,0.024705
0.381,0.63,0,1,1,1,0,0,0,0.22902999999999998,0.38997,0.14097,0.24003
0.492,0.385,1,0,2,0,1,0,0,0.31242,0.19558,0.30258,0.18942
0.358,0.403,0,1,1,1,0,0,0,0.383274,0.258726,0.21372599999999997,0.144274
0.249,0.665,0,0,0,0,0,0,0,0.25158499999999995,0.49941500000000005,0.08341499999999999,0.165585
0.47,0.451,1,0,2,0,1,0,0,0.29097,0.23903000000000002,0.2580299999999999,0.21197
0.388,0.955,0,1,1,1,0,0,0,0.027540000000000023,0.58446,0.017460000000000017,0.37054
0.414,0.073,0,0,0,0,0,0,0,0.5432220000000001,0.042778000000000004,0.383778,0.030221999999999995
0.235,0.921,0,1,1,1,0,0,0,0.06043499999999997,0.704565,0.018564999999999988,0.216435
0.009,0.622,0,0,0,0,0,0,0,0.374598,0.616402,0.0034019999999999996,0.005598
0.708,0.948,1,1,3,0,0,1,0,0.015184000000000015,0.276816,0.03681600000000003,0.6711839999999999
0.086,0.055,0,0,0,0,0,0,0,0.86373,0.05027,0.08127,0.00473
0.16,0.039,1,0,2,0,1,0,0,0.80724,0.03276,0.15376,0.00624
0.31,0.523,1,0,2,0,1,0,0,0.32913,0.36086999999999997,0.14787,0.16213
0.329,0.502,1,0,2,0,1,0,0,0.334158,0.33684200000000003,0.16384200000000002,0.165158
0.486,0.141,1,1,3,0,0,1,0,0.44152600000000003,0.072474,0.41747399999999996,0.06852599999999999
0.827,0.907,0,0,0,0,0,0,0,0.016089,0.15691100000000005,0.07691099999999998,0.750089
0.103,0.226,0,0,0,0,0,0,0,0.6942780000000001,0.202722,0.079722,0.023278
0.255,0.562,1,0,2,0,1,0,0,0.32630999999999993,0.41869000000000006,0.11168999999999998,0.14331000000000002
0.908,0.541,1,0,2,0,1,0,0,0.04222799999999998,0.04977199999999999,0.416772,0.49122800000000005
0.482,0.022,1,0,2,0,1,0,0,0.506604,0.011396,0.471396,0.010603999999999999
0.005,0.379,0,0,0,0,0,0,0,0.617895,0.377105,0.003105,0.001895
0.622,0.207,1,0,2,0,1,0,0,0.299754,0.078246,0.493246,0.12875399999999998
0.218,0.412,0,1,1,1,0,0,0,0.45981600000000006,0.32218399999999997,0.12818400000000002,0.089816
0.192,0.424,0,1,1,1,0,0,0,0.4654080000000001,0.342592,0.11059200000000001,0.081408
0.676,0.205,1,0,2,0,1,0,0,0.25758,0.06641999999999999,0.53742,0.13858
0.369,0.331,0,1,1,1,0,0,0,0.42213900000000004,0.20886100000000002,0.246861,0.122139
0.883,0.133,1,0,2,0,1,0,0,0.10143899999999999,0.015561,0.765561,0.117439
0.239,0.728,0,1,1,1,0,0,0,0.206992,0.554008,0.065008,0.17399199999999998
0.488,0.67,0,1,1,1,0,0,0,0.16895999999999997,0.34304,0.16104,0.32696000000000003
0.539,0.783,1,1,3,0,0,1,0,0.10003699999999997,0.360963,0.116963,0.42203700000000005
0.933,0.576,1,0,2,0,1,0,0,0.028407999999999982,0.03859199999999997,0.39559200000000005,0.537408
0.841,0.512,1,0,2,0,1,0,0,0.07759200000000001,0.08140800000000002,0.410408,0.430592
0.667,0.283,1,0,2,0,1,0,0,0.238761,0.09423899999999998,0.4782390000000001,0.18876099999999998
0.302,0.796,0,0,0,0,0,0,0,0.14239199999999996,0.555608,0.06160799999999999,0.240392
0.815,0.955,0,1,1,1,0,0,0,0.00832500000000001,0.17667500000000005,0.03667500000000003,0.7783249999999999
0.585,0.893,1,1,3,0,0,1,0,0.044405,0.37059500000000006,0.06259499999999998,0.522405
0.135,0.646,0,1,1,1,0,0,0,0.30621,0.55879,0.04779,0.08721000000000001
0.842,0.762,0,1,1,1,0,0,0,0.037604000000000005,0.12039600000000003,0.200396,0.641604
0.596,0.574,1,0,2,0,1,0,0,0.17210400000000003,0.231896,0.253896,0.34210399999999996
0.923,0.492,1,0,2,0,1,0,0,0.03911599999999998,0.03788399999999998,0.468884,0.454116
0.153,0.446,0,1,1,1,0,0,0,0.46923800000000004,0.377762,0.084762,0.068238
0.532,0.178,0,0,0,0,0,0,0,0.384696,0.08330399999999999,0.4373040000000001,0.094696
0.231,0.706,0,1,1,1,0,0,0,0.22608600000000004,0.542914,0.06791400000000002,0.163086
0.616,0.871,0,0,0,0,0,0,0,0.049536000000000004,0.334464,0.079464,0.536536
0.319,0.849,0,1,1,1,0,0,0,0.10283100000000002,0.578169,0.04816900000000001,0.270831
0.336,0.521,0,0,0,0,0,0,0,0.31805599999999995,0.345944,0.160944,0.17505600000000002
0.259,0.987,0,1,1,1,0,0,0,0.009633000000000008,0.731367,0.0033670000000000032,0.255633
0.259,0.221,0,0,0,0,0,0,0,0.5772390000000001,0.163761,0.20176100000000002,0.057239000000000005
0.165,0.015,0,0,0,0,0,0,0,0.822475,0.012525,0.162525,0.002475
0.28,0.233,1,0,2,0,1,0,0,0.55224,0.16776,0.21476000000000003,0.06524
0.433,0.435,1,1,3,0,0,1,0,0.32035499999999995,0.24664499999999998,0.24464499999999997,0.188355
0.683,0.983,0,1,1,1,0,0,0,0.005389000000000004,0.31161099999999997,0.011611000000000012,0.671389
0.657,0.694,1,1,3,0,0,1,0,0.10495800000000001,0.23804199999999998,0.20104200000000005,0.455958
0.238,0.501,0,0,0,0,0,0,0,0.380238,0.381762,0.11876199999999999,0.119238
0.481,0.032,1,0,2,0,1,0,0,0.502392,0.016608,0.46560799999999997,0.015392
0.595,0.803,0,1,1,1,0,0,0,0.07978499999999998,0.32521500000000003,0.11721499999999997,0.477785
0.107,0.977,0,1,1,1,0,0,0,0.02053900000000002,0.872461,0.0024610000000000022,0.10453899999999999
0.649,0.694,0,1,1,1,0,0,0,0.10740600000000002,0.24359399999999998,0.19859400000000005,0.450406
0.853,0.856,1,1,3,0,0,1,0,0.021168000000000006,0.12583200000000003,0.12283200000000001,0.7301679999999999
0.682,0.655,0,1,1,1,0,0,0,0.10970999999999997,0.20828999999999998,0.23529,0.44671000000000005
0.764,0.679,1,0,2,0,1,0,0,0.07575599999999999,0.160244,0.24524399999999996,0.518756
0.991,0.534,1,1,3,0,0,1,0,0.004194000000000003,0.004806000000000005,0.46180599999999994,0.529194
0.145,0.216,1,0,2,0,1,0,0,0.67032,0.18467999999999998,0.11368,0.03132
0.642,0.891,1,1,3,0,0,1,0,0.039021999999999994,0.318978,0.069978,0.572022
0.267,0.446,0,1,1,1,0,0,0,0.40608200000000005,0.326918,0.14791800000000002,0.11908200000000001
0.114,0.776,0,1,1,1,0,0,0,0.19846399999999997,0.687536,0.025536,0.088464
0.791,0.79,1,0,2,0,1,0,0,0.043889999999999985,0.16510999999999998,0.16610999999999998,0.6248900000000001
0.929,0.875,1,1,3,0,0,1,0,0.008874999999999994,0.06212499999999996,0.116125,0.812875
0.48,0.999,1,1,3,0,0,1,0,0.0005200000000000005,0.51948,0.0004800000000000004,0.47952
0.446,0.923,0,1,1,1,0,0,0,0.04265799999999998,0.5113420000000001,0.034341999999999984,0.411658
0.099,0.063,0,0,0,0,0,0,0,0.8442370000000001,0.056763,0.09276300000000001,0.006237
0.192,0.787,0,1,1,1,0,0,0,0.17210399999999998,0.635896,0.040895999999999995,0.15110400000000002
0.361,0.637,1,0,2,0,1,0,0,0.231957,0.407043,0.131043,0.229957
0.626,0.234,0,0,0,0,0,0,0,0.286484,0.08751600000000001,0.479516,0.146484
0.044,0.078,0,0,0,0,0,0,0,0.881432,0.074568,0.040568,0.0034319999999999997
0.31,0.212,0,0,0,0,0,0,0,0.54372,0.14628,0.24428,0.06572
0.873,0.061,1,0,2,0,1,0,0,0.11925300000000001,0.0077469999999999995,0.819747,0.053253
0.849,0.275,1,0,2,0,1,0,0,0.10947500000000002,0.041525000000000006,0.615525,0.23347500000000002
0.826,0.934,1,1,3,0,0,1,0,0.011483999999999994,0.16251600000000005,0.05451599999999995,0.771484
0.853,0.372,1,0,2,0,1,0,0,0.09231600000000001,0.054684,0.5356839999999999,0.317316
0.82,0.079,1,0,2,0,1,0,0,0.16578000000000007,0.014220000000000003,0.75522,0.06477999999999999
0.842,0.091,1,0,2,0,1,0,0,0.14362200000000003,0.014378000000000002,0.765378,0.076622
0.943,0.029,1,0,2,0,1,0,0,0.05534700000000005,0.0016530000000000015,0.9156529999999999,0.027347
0.035,0.217,0,1,1,1,0,0,0,0.755595,0.20940499999999998,0.027405000000000002,0.007595000000000001
0.249,0.799,1,1,3,0,0,1,0,0.15095099999999997,0.600049,0.05004899999999999,0.19895100000000002
0.485,0.595,1,0,2,0,1,0,0,0.208575,0.306425,0.19642500000000002,0.28857499999999997
0.892,0.085,1,0,2,0,1,0,0,0.09881999999999999,0.009179999999999999,0.81618,0.07582000000000001
0.126,0.153,0,0,0,0,0,0,0,0.740278,0.133722,0.106722,0.019278
0.391,0.197,1,0,2,0,1,0,0,0.48902699999999993,0.119973,0.313973,0.07702700000000001
0.817,0.149,1,0,2,0,1,0,0,0.15573300000000004,0.027267000000000007,0.695267,0.121733
0.52,0.579,1,1,3,0,0,1,0,0.20208,0.27791999999999994,0.21892000000000003,0.30108
0.759,0.05,1,0,2,0,1,0,0,0.22895,0.01205,0.72105,0.037950000000000005
0.88,0.695,1,1,3,0,0,1,0,0.03660000000000001,0.08339999999999999,0.2684,0.6115999999999999
0.798,0.552,0,1,1,1,0,0,0,0.09049599999999997,0.11150399999999999,0.357504,0.44049600000000005
0.856,0.134,1,0,2,0,1,0,0,0.12470400000000001,0.019296000000000004,0.741296,0.114704
0.48,0.151,1,0,2,0,1,0,0,0.44148,0.07852,0.40752,0.07247999999999999
0.008,0.532,0,1,1,1,0,0,0,0.46425599999999995,0.527744,0.003744,0.004256
0.037,0.432,0,0,0,0,0,0,0,0.546984,0.416016,0.021016,0.015983999999999998
0.595,0.512,1,0,2,0,1,0,0,0.19764,0.20736000000000002,0.29036,0.30463999999999997
0.818,0.51,0,0,0,0,0,0,0,0.08918000000000002,0.09282000000000003,0.40081999999999995,0.41718
0.345,0.735,0,1,1,1,0,0,0,0.173575,0.481425,0.09142499999999999,0.253575
0.762,0.888,1,1,3,0,0,1,0,0.026655999999999996,0.211344,0.08534399999999999,0.676656
0.58,0.349,1,0,2,0,1,0,0,0.27342000000000005,0.14658000000000002,0.37757999999999997,0.20241999999999996
0.794,0.142,0,0,0,0,0,0,0,0.17674799999999996,0.029251999999999993,0.681252,0.112748
0.892,0.589,1,1,3,0,0,1,0,0.044388,0.06361199999999999,0.36661200000000005,0.525388
0.423,0.335,1,0,2,0,1,0,0,0.383705,0.193295,0.281295,0.141705
0.172,0.252,0,0,0,0,0,0,0,0.619344,0.208656,0.128656,0.043343999999999994
0.337,0.33,1,0,2,0,1,0,0,0.44421,0.21879,0.22579,0.11121000000000002
0.185,0.284,0,1,1,1,0,0,0,0.58354,0.23145999999999997,0.13246,0.052539999999999996
0.321,0.279,1,0,2,0,1,0,0,0.489559,0.18944100000000003,0.231441,0.08955900000000001
0.04,0.71,0,1,1,1,0,0,0,0.27840000000000004,0.6816,0.011600000000000001,0.028399999999999998
0.758,0.332,0,1,1,1,0,0,0,0.16165599999999997,0.080344,0.5063439999999999,0.251656
0.077,0.487,0,0,0,0,0,0,0,0.47349900000000006,0.449501,0.039501,0.037499
0.108,0.934,0,1,1,1,0,0,0,0.05887199999999995,0.8331280000000001,0.007127999999999995,0.100872
0.267,0.478,0,0,0,0,0,0,0,0.382626,0.35037399999999996,0.13937400000000003,0.127626
0.543,0.444,1,0,2,0,1,0,0,0.254092,0.20290799999999998,0.30190800000000007,0.24109200000000003
0.512,0.873,0,1,1,1,0,0,0,0.061975999999999996,0.426024,0.065024,0.446976
0.479,0.903,0,1,1,1,0,0,0,0.05053699999999999,0.470463,0.046462999999999983,0.432537
0.273,0.256,0,0,0,0,0,0,0,0.540888,0.186112,0.20311200000000001,0.069888
0.887,0.818,1,1,3,0,0,1,0,0.020566000000000004,0.09243399999999999,0.16143400000000005,0.7255659999999999
0.435,0.377,0,0,0,0,0,0,0,0.35199499999999995,0.21300499999999997,0.271005,0.163995
0.571,0.345,1,1,3,0,0,1,0,0.28099500000000005,0.148005,0.374005,0.19699499999999998
0.118,0.442,0,1,1,1,0,0,0,0.49215600000000004,0.389844,0.065844,0.052156
0.226,0.189,0,1,1,1,0,0,0,0.627714,0.146286,0.183286,0.042714
0.754,0.78,0,1,1,1,0,0,0,0.054119999999999994,0.19188,0.16587999999999997,0.58812
0.288,0.74,0,1,1,1,0,0,0,0.18512,0.52688,0.07488,0.21311999999999998
0.303,0.555,0,0,0,0,0,0,0,0.31016499999999997,0.3868350000000001,0.13483499999999998,0.168165
0.611,0.784,1,0,2,0,1,0,0,0.08402399999999999,0.304976,0.13197599999999998,0.479024
0.578,0.689,1,1,3,0,0,1,0,0.13124200000000003,0.290758,0.17975800000000003,0.39824199999999993
0.548,0.332,0,1,1,1,0,0,0,0.3019359999999999,0.150064,0.366064,0.18193600000000001
0.635,0.556,1,1,3,0,0,1,0,0.16205999999999998,0.20294,0.28193999999999997,0.35306000000000004
0.439,0.085,1,0,2,0,1,0,0,0.513315,0.047685,0.401685,0.037315
0.407,0.741,0,1,1,1,0,0,0,0.153587,0.439413,0.10541299999999999,0.301587
0.242,0.258,0,0,0,0,0,0,0,0.562436,0.19556400000000002,0.179564,0.062436
0.791,0.014,1,0,2,0,1,0,0,0.20607399999999995,0.0029259999999999993,0.779926,0.011074
0.836,0.378,1,0,2,0,1,0,0,0.10200800000000002,0.06199200000000001,0.519992,0.316008
0.322,0.444,1,1,3,0,0,1,0,0.376968,0.30103199999999997,0.17903200000000002,0.142968
0.235,0.205,0,1,1,1,0,0,0,0.608175,0.156825,0.186825,0.048174999999999996
0.627,0.446,1,1,3,0,0,1,0,0.20664200000000002,0.166358,0.34735800000000006,0.279642
0.616,0.967,0,1,1,1,0,0,0,0.012672000000000011,0.371328,0.020328000000000016,0.595672
0.675,0.28,1,0,2,0,1,0,0,0.23399999999999996,0.091,0.486,0.18900000000000003
0.381,0.358,0,0,0,0,0,0,0,0.39739800000000003,0.221602,0.244602,0.136398
0.933,0.179,1,1,3,0,0,1,0,0.05500699999999995,0.01199299999999999,0.765993,0.167007
0.822,0.165,1,0,2,0,1,0,0,0.14863000000000004,0.02937000000000001,0.6863699999999999,0.13563
0.478,0.311,1,0,2,0,1,0,0,0.35965800000000003,0.16234200000000001,0.329342,0.14865799999999998
0.29,0.004,1,0,2,0,1,0,0,0.70716,0.00284,0.28884,0.00116
0.016,0.036,0,0,0,0,0,0,0,0.948576,0.035424,0.015424,0.000576
0.329,0.02,0,0,0,0,0,0,0,0.65758,0.013420000000000001,0.32242,0.006580000000000001
0.83,0.531,1,0,2,0,1,0,0,0.07973000000000001,0.09027000000000003,0.38926999999999995,0.44073
0.04,0.835,0,1,1,1,0,0,0,0.15840000000000004,0.8016,0.006600000000000002,0.0334
0.359,0.683,0,1,1,1,0,0,0,0.20319699999999996,0.43780300000000005,0.11380299999999997,0.245197
0.682,0.144,1,0,2,0,1,0,0,0.27220799999999995,0.04579199999999999,0.583792,0.098208
0.945,0.733,1,0,2,0,1,0,0,0.014685000000000014,0.04031500000000004,0.252315,0.692685
0.457,0.951,0,1,1,1,0,0,0,0.02660700000000002,0.5163929999999999,0.02239300000000002,0.434607
0.899,0.885,1,0,2,0,1,0,0,0.011614999999999997,0.08938499999999998,0.10338499999999999,0.7956150000000001
0.025,0.245,0,0,0,0,0,0,0,0.736125,0.238875,0.018875000000000003,0.006125
0.766,0.779,0,1,1,1,0,0,0,0.05171399999999999,0.182286,0.169286,0.5967140000000001
0.786,0.819,1,1,3,0,0,1,0,0.038734000000000005,0.17526599999999995,0.14226600000000003,0.643734
0.921,0.602,1,0,2,0,1,0,0,0.031441999999999984,0.047557999999999975,0.36655800000000005,0.554442
0.345,0.907,0,1,1,1,0,0,0,0.06091499999999998,0.5940850000000001,0.03208499999999999,0.312915
0.631,0.921,1,1,3,0,0,1,0,0.029150999999999986,0.339849,0.04984899999999998,0.5811510000000001
0.362,0.359,1,0,2,0,1,0,0,0.40895800000000004,0.229042,0.232042,0.129958
0.875,0.673,1,1,3,0,0,1,0,0.040874999999999995,0.084125,0.28612499999999996,0.588875
0.583,0.574,0,0,0,0,0,0,0,0.17764200000000002,0.23935800000000002,0.24835800000000002,0.33464199999999994
